topic_int,topic_names,Source
4,north sea,Sci Media
9,wind farm,Sci Media
4,north sea,Sci Media
2,energiø bornholm,Sci Media
1,energi island,Sci Media
8,abstract avail,Sci Media
8,abstract avail,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
6,renew energi,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
6,renew energi,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
6,renew energi,Sci Media
6,renew energi,Sci Media
8,abstract avail,Sci Media
8,abstract avail,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
6,renew energi,Sci Media
8,abstract avail,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
6,renew energi,Sci Media
1,energi island,Sci Media
6,renew energi,Sci Media
4,north sea,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
8,abstract avail,Sci Media
3,offshor grid,Sci Media
6,renew energi,Sci Media
4,north sea,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
4,north sea,Sci Media
1,energi island,Sci Media
4,north sea,Sci Media
1,energi island,Sci Media
6,renew energi,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
8,abstract avail,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
6,renew energi,Sci Media
1,energi island,Sci Media
2,energiø bornholm,Sci Media
3,offshor grid,Sci Media
6,renew energi,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
6,renew energi,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
4,north sea,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
6,renew energi,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
6,renew energi,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
4,north sea,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
6,renew energi,Sci Media
9,wind farm,Sci Media
8,abstract avail,Sci Media
9,wind farm,Sci Media
6,renew energi,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
6,renew energi,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
8,abstract avail,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
6,renew energi,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
6,renew energi,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
6,renew energi,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
7,social democraci,Sci Media
9,wind farm,Sci Media
6,renew energi,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
6,renew energi,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
0,offshor wind,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
8,abstract avail,Sci Media
8,abstract avail,Sci Media
4,north sea,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
6,renew energi,Sci Media
8,abstract avail,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
6,renew energi,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
6,renew energi,Sci Media
6,renew energi,Sci Media
3,offshor grid,Sci Media
6,renew energi,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
6,renew energi,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
6,renew energi,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
4,north sea,Sci Media
6,renew energi,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
6,renew energi,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
8,abstract avail,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
6,renew energi,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
8,abstract avail,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
8,abstract avail,Sci Media
3,offshor grid,Sci Media
6,renew energi,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
6,renew energi,Sci Media
6,renew energi,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
5,municip council,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
6,renew energi,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
6,renew energi,Sci Media
3,offshor grid,Sci Media
2,energiø bornholm,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
9,wind farm,Sci Media
9,wind farm,Sci Media
6,renew energi,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
6,renew energi,Sci Media
9,wind farm,Sci Media
6,renew energi,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
6,renew energi,Sci Media
1,energi island,Sci Media
8,abstract avail,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
4,north sea,Sci Media
4,north sea,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
6,renew energi,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
9,wind farm,Sci Media
1,energi island,Sci Media
1,energi island,Sci Media
3,offshor grid,Sci Media
6,renew energi,Sci Media
8,abstract avail,Sci Media
9,wind farm,Sci Media
3,offshor grid,Sci Media
1,energi island,Sci Media
