Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Li W.F.; Ma S.H.; Shen X.D.,"Li, Wei Feng (55983474900); Ma, Su Hua (8902899300); Shen, Xiao Dong (7402721469)",55983474900; 8902899300; 7402721469,Application of offshore concrete constructions for ocean renewable energy storage (ORES),2014,Applied Mechanics and Materials,521,,,703,706,3.0,3,10.4028/www.scientific.net/AMM.521.703,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896865070&doi=10.4028%2fwww.scientific.net%2fAMM.521.703&partnerID=40&md5=a2a8af3d19e7e5bac479ee1460cf3dd1,"Storage of energy generated by offshore wind farms still addresses one of the vexing problems inherent in offshore renewable energy such as offshore wind or solar energy - how to store excess energy. Researchers tried to apply concrete in the energy storage of offshore wind farm recently, including the OTEC artificial energy islands, the MIT'S Ocean Renewable Energy Storage (ORES) and Belgium's energy atoll, and the progresses were reviewed. © (2014) Trans Tech Publications, Switzerland.",Energy storage; Offshore concrete constructions; Offshore renewable energy; Wind farm,Concrete construction; Concretes; Electric utilities; Energy conservation; Ocean thermal energy conversion; Offshore wind farms; Solar energy; Artificial energy; Belgium; Excess energy; Ocean renewable energies; Offshore renewable energies; Offshore winds; Wind farm; Energy storage,Conference paper,Final,,Scopus,2-s2.0-84896865070
Trouw K.; Gunst N.; Moerkerke G.; Schreel J.; Haerens P.; De Rouck J.; Popma J.,"Trouw, Koen (6506135017); Gunst, Nathalie (34267567100); Moerkerke, Geert (6506658235); Schreel, Jan (57105542900); Haerens, Piet (46461285500); De Rouck, Julien (6603896813); Popma, Jeroen (57104716600)",6506135017; 34267567100; 6506658235; 57105542900; 46461285500; 6603896813; 57104716600,The belgian offshore grid: Transporting renewable energy from offshore to onshore,2014,Proceedings of the Coastal Engineering Conference,2014-January,,,,,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957711804&partnerID=40&md5=7abd9bb40edd8155ca4807b27e0ff827,"The new planned offshore windparks at the Belgian Continental Shelf have to be connected with the Belgian highvoltage electricity network (grid) developed by Elia. A possible way for this connection is the development of an island on which high voltage offshore substations are installed. These substations are connected with the wind farms and can transmit the electricity with a few common cables to land. This paper highlight some benefits and design aspects of this concept, together with design aspects of the cable installation.",Breakwater; Cable connection; Caissons; Island; Offshore energy,Breakwaters; Cables; Caissons; Coastal engineering; Landforms; Wind power; Cable connection; Cable installations; Continental shelves; Electricity networks; High-voltage offshore substation; Island; Offshore energy; Offshore windparks; Electric power transmission networks,Conference paper,Final,,Scopus,2-s2.0-84957711804
Adeuyi O.D.; Liang J.,"Adeuyi, O.D. (56747913000); Liang, J. (57689271800)",56747913000; 57689271800,Integration of power from offshore wind turbines into onshore grids,2016,"Offshore Wind Farms: Technologies, Design and Operation",,,,441,457,16.0,1,10.1016/B978-0-08-100779-2.00014-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969172420&doi=10.1016%2fB978-0-08-100779-2.00014-3&partnerID=40&md5=6e1f97cee00788ffb12050e3bf0c6788,The installed capacity of offshore wind farms in Europe is expected to increase from 8. GW in 2014 to about 23.5. GW in 2020. Wind farm collection systems gather the power generated from wind turbines and submarine power transmission systems transfer the electricity generated from offshore to onshore grids. This chapter describes the technologies of wind farm collection systems and explains the basic principles of submarine power transmission based on high-voltage direct-current technologies. © 2016 Elsevier Ltd All rights reserved.,HVDC transmission; Offshore grids; Submarine power transmission; Voltage source converters; Wind farm collection,DC power transmission; Electric power system interconnection; Electric power transmission; Electric power transmission networks; Electric utilities; HVDC power transmission; Offshore wind turbines; Onshore wind farms; Power transmission; Submarines; Wind power; Wind turbines; Collection systems; High voltage direct current technologies; HVDC transmission; Installed capacity; Offshore grids; Power transmission systems; Voltage source converters; Wind farm; Offshore wind farms,Book chapter,Final,,Scopus,2-s2.0-84969172420
Maciver C.; Bell K.R.W.,"Maciver, C. (56041318300); Bell, K.R.W. (7401917163)",56041318300; 7401917163,Reliability analysis of design options for offshore HVDC networks,2014,CIGRE Session 45 - 45th International Conference on Large High Voltage Electric Systems 2014,2014-August,,,,,,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977984074&partnerID=40&md5=8f22fc2ec701d3bf608f5e1192540513,"There is growing interest in developing offshore HVDC networks to connect both offshore wind power and provide interconnection between regions. There are a number of technology, topology and protection options available to developers each with varying levels of design complexity, capital cost and system redundancy. This paper highlights some of the available options and outlines a methodology for investigating the performance of a number of these through an investigation of their reliability against a lifetime of expected fault conditions, principally through a calculation of the expected level of curtailed energy associated with each network design. A number of case studies are investigated to provide a comparison between options including designs with and without HVDC circuit breakers and with varying levels of interconnection and system redundancy. The paper shows that there are potentially significant benefits in terms of reduction in curtailed energy through use of redundant paths for power transmission in the network design and that these can in certain cases outweigh the increased capital expenditure associated with their implementation. An investigation into the need case for HVDC circuit breakers is carried out through a comparison with an alternative sectionalised HVDC network topology and the impact on system reliability is found to be negligible in comparison to the cost of the breakers. Offshore network reliability is also found to be highly sensitive to input assumptions for failure and repair rates and the variability within the results was found to be large meaning it could be difficult to accurately predict the reliability of future offshore network implementations. © 2014 CIGRE. All rights reserved.",HVDC; Offshore grids; Reliability,Costs; Electric circuit breakers; HVDC power transmission; Offshore oil well production; Redundancy; Reliability; Topology; Wind power; Capital expenditures; Design complexity; HVDC; HVDC circuit breakers; Off-shore wind power; Offshore grids; System redundancy; System reliability; Reliability analysis,Conference paper,Final,,Scopus,2-s2.0-84977984074
Herrera D.; Galván E.; Carrasco J.M.,"Herrera, Danilo (57189575958); Galván, Eduardo (7005945497); Carrasco, Juan Manuel (56206693000)",57189575958; 7005945497; 56206693000,Method for controlling voltage and frequency of the local offshore grid responsible for connecting large offshore commercial wind turbines with the rectifier diode-based HVDC-link applied to an external controller,2017,IET Electric Power Applications,11,9,,1509,1516,7.0,13,10.1049/iet-epa.2017.0172,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034020417&doi=10.1049%2fiet-epa.2017.0172&partnerID=40&md5=2e63f823cb0d42c9aeafcbf44948c01a,"This study introduces a method for controlling a system that rectifies electric current where power is transferred from several offshore wind power generation systems through a common offshore AC line, into a diode-based bridge. This modular rectifier comprises one or more uncontrolled modules (such as diode rectifiers). According to the study, the wind power supply systems receive a reactive power reference from a central external regulator to maintain the common AC-line frequency. Although there are other control methods for this topology, the proposed external control uses commercial wind turbine with no changes in their internal control. The power plant control systems use their own algorithm to select the active and reactive power reference, maintaining the original wind turbine control unaltered. This method for controlling the voltage and the frequency of local offshore grid allows the operation of the different rectifiers end of the HVDC link. PSCAD® simulations are used to prove the technical control and the design concept. © The Institution of Engineering and Technology.",,DC power transmission; Diodes; Electric lines; Electric power generation; Electric power systems; Electric rectifiers; HVDC power transmission; Reactive power; Wind power; Wind turbines; Active and Reactive Power; External controller; Internal controls; Off-shore wind power generations; Power plant control; Rectifier diodes; Technical control; Wind turbine control; Electric power system control,Article,Final,,Scopus,2-s2.0-85034020417
Kocewiak Ł.H.; Kramer B.L.Ø.; Holmstrøm O.; Jensen K.H.; Shuai L.,"Kocewiak, Łukasz Hubert (36699835400); Kramer, Birte Laudal Øhlenschlæger (57194639167); Holmstrøm, Ole (24070270500); Jensen, Kim Høj (56654459100); Shuai, Lei (57194634609)",36699835400; 57194639167; 24070270500; 56654459100; 57194634609,Resonance damping in array cable systems by wind turbine active filtering in large offshore wind power plants,2017,IET Renewable Power Generation,11,7,,1069,1077,8.0,23,10.1049/iet-rpg.2016.0111,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021321004&doi=10.1049%2fiet-rpg.2016.0111&partnerID=40&md5=eedbf017519f7691d0129839bcd05b6e,The application of active filtering in large offshore wind power plants (WPPs) is presented in this study. The harmonic challenges such as sources of harmonic emission and resonances are identified and briefly explained. Also modern remedial harmonic mitigation methods as of active filtering are described and their application in real-life WPP systems demonstrated. It is underlined that WPP components such as widespread medium-voltage cable system and offshore grid transformers can introduce significant low-frequency parallel resonances which can cause a significant harmonic voltage distortion at the point of common coupling. Active filtering in modern grid-side converters used in wind turbines is applied simultaneously keeping sufficient harmonic/noise rejection. Extensive harmonic stability studies are also shown to prove the overall system robustness. © The Institution of Engineering and Technology 2017.,,Cables; Harmonic analysis; Offshore wind farms; Resonance; Wind power; Wind turbines; Grid-side converter; Harmonic emissions; Harmonic mitigation; Medium voltage cables; Offshore wind power plants; Parallel resonance; Point of common coupling; Resonance damping; Active filters,Article,Final,,Scopus,2-s2.0-85021321004
Leighty W.C.,"Leighty, William C. (6504479884)",6504479884,Alaska's renewables-source ammonia fuel energy storage pilot plant: Toward community energy independence,2013,IEEE Power and Energy Society General Meeting,,,6672979,,,,3,10.1109/PESMG.2013.6672979,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893158638&doi=10.1109%2fPESMG.2013.6672979&partnerID=40&md5=535969808fd5f67ac1c6e143da284a70,"Alaska's 720,000 people live in over 200 'energy islands' with no electricity grid connection to North America. Smaller communities have no road connection to each other, the rest of Alaska, or the continent. Most energy is imported: diesel for electricity generation and heat; gasoline for local transportation. Fig. 1. All Alaskans might obtain an annually-firm supply of most of their energy, for all purposes, by converting Alaska's diverse, stranded, renewable energy (RE) resources to liquid NH3 fuel, transporting and storing it at low cost in common steel propane tanks, recovering the RE via stationary combined-heat-and-power (CHP) plants, in internal combustion engine (ICE) and combustion turbine (CT) gensets, and via fuel cells, and as transportation fuel. Alaskans could achieve a significant degree of energy independence, and perhaps export our abundant, stranded renewables as 'green' NH3 fuel. © 2013 IEEE.",Alaska; Ammonia; community; fuel; renewable energy; storage,Ammonia; Cogeneration plants; Energy storage; Fueling; Internal combustion engines; Pilot plants; Alaska; Combustion turbine; community; Community energy; Electricity generation; Electricity grids; Renewable energies; Transportation fuels; Fuel storage,Conference paper,Final,,Scopus,2-s2.0-84893158638
Holtsmark N.; Molinas M.,"Holtsmark, N. (36682646500); Molinas, M. (55604543200)",36682646500; 55604543200,Extending the reactive compensation range of a direct AC-AC FACTS device for offshore grids,2012,Electric Power Systems Research,89,,,183,190,7.0,8,10.1016/j.epsr.2012.03.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860444499&doi=10.1016%2fj.epsr.2012.03.006&partnerID=40&md5=08ddee487c70104bfede1d9aae81a844,"The authors suggest to use hybrid modulation schemes to improve the reactive power compensation capabilities of the direct AC-AC FACTS device composed of a matrix converter and a permanent magnet machine. Because of the intrinsic limitations of the conventional matrix converter modulation schemes, the device has so far displayed a poor reactive power compensation capability when the output power factor is low. Even worse, the direct AC-AC FACTS device could not provide pure reactive power compensation. The paper presents an analysis demonstrating how the hybrid Three-Vector-Scheme extends the reactive compensation range beyond the level that the conventional indirect space vector modulation exhibits. The reactive power compensation capabilities of the FACTS device with both modulations are computed and compared analytically and finally verified by a simulation study. © 2012 Elsevier B.V. All rights reserved.",FACTS; Matrix converter; Reactive power compensation,Electric converters; Electric power factor; Modulation; Conventional matrix converter; FACTS; Facts devices; Hybrid modulation; Indirect space vector modulation; Matrix converter; Modulation schemes; Output power; Permanent-magnet machine; Reactive compensation; Reactive power compensation; Simulation studies; Reactive power,Article,Final,,Scopus,2-s2.0-84860444499
Shalin S.; Sanilkumar K.V.,"Shalin, S. (55440843100); Sanilkumar, K.V. (6506483048)",55440843100; 6506483048,Variability of chlorophyll-a off the southwest coast of India,2014,International Journal of Remote Sensing,35,14,,5420,5433,13.0,14,10.1080/01431161.2014.926411,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905736208&doi=10.1080%2f01431161.2014.926411&partnerID=40&md5=0f6e1c589bae87ac8fa096ea724d7370,"Coastal upwelling off the southwest coast of India during the southwest monsoon is a well-known phenomenon that enhances the chlorophyll-a (chl-a) biomass. The present study explores this property and examines the variability of surface chl-a using satellite data obtained from the Sea-viewing Wide Field-of-view Sensor (SeaWiFS) for the period from September 1997 to December 2010. Spatial variability showed substantial cross-shore as well as along-shore gradients during the southwest monsoon. Temporal variability in chl-a was studied in conjunction with satellite observations on sea-surface temperature, sea-surface height anomaly, winds, and currents. The results revealed the dominant influence of the West India Coastal Current on chl-a variability during the upwelling and downwelling periods. Moreover, noticeable intra- and inter-annual variability was observed in the parameter. Therefore, an empirical mode decomposition (EMD) method was used to identify the oscillations influencing variability. SeaWiFS chl-a data for the period 2008-2010 were omitted from this analysis due to gaps in the record. EMD analysis revealed oscillations ranging from seasonal to a five-year periodicity. Quasi-biennial oscillations are identified as the dominant factor causing inter-annual variability in chlorophyll in the study area, compared with the El-Niño Southern Oscillation and Indian Ocean Dipole. Chl-a was also studied in two smaller grids of size 0.5° × 0.5° separated by around 300 km and representing coastal and offshore areas, to understand the nature of variability in these areas. The annual range of variability was high (0.1-8.0 mg m-3) near the coast consequent on high upwelling intensity, and very low (about 0.1 mg m-3) in the offshore grid due to the absence of upwelling. © 2014 Taylor & Francis.",,Indian Ocean; Indian Ocean (Southwest); Atmospheric pressure; Atmospheric thermodynamics; Band structure; Oceanography; Signal processing; Surface waters; Empirical Mode Decomposition; Interannual variability; Quasi-biennial oscillation; Satellite observations; Sea surface temperature (SST); Sea-surface height anomalies; Sea-viewing wide field-of-view sensors; Southern oscillation; biomass; chlorophyll a; El Nino-Southern Oscillation; satellite data; satellite imagery; sea surface temperature; spatial variation; temporal variation; upwelling; Chlorophyll,Article,Final,,Scopus,2-s2.0-84905736208
Müller H.K.,"Müller, Hannah Katharina (55918491500)",55918491500,Legal bases for offshore grid development under international and EU law: Why national regimes remain the determining factor,2013,European Law Review,38,5,,618,637,19.0,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947429083&partnerID=40&md5=c6e45d20443c442dbee44c405a8f395c,"The development of a transnational offshore grid is under active consideration by the North Sea states. To facilitate a European approach and to trigger the necessary investments, a stable legal framework is needed. This article provides an analysis of the legal bases for offshore grid development under international and EU law. It demonstrates that the 1982 United Nations Convention on the Law of the Sea provides reasonably clear direction for national infrastructure projects offshore, but is less clear regarding transnational projects. Based on this analysis, the article discusses whether the European Union has the legislative competence to establish the requisite regulatory support for the development of a North Sea grid. The article ends with the conclusion that neither international nor EU law provides an adequate legal framework for the development of transnational offshore infrastructure. Consequently, the North Sea states have to take the lead in establishing legal structures to facilitate the co-ordinated development of a European offshore grid. © 2013 Thomson Reuters (Professional) UK Limited and Contributors.",Competence; Electricity distribution networks; EU law; Law of the Sea; Legal basis; Offshore installations; Wind power,,Article,Final,,Scopus,2-s2.0-84947429083
Franzen E.; Strauch N.; Triebel C.; Bosch E.; Richards B.,"Franzen, E. (55928648200); Strauch, N. (55928983400); Triebel, C. (55928816800); Bosch, E. (55929225500); Richards, B. (57206528112)",55928648200; 55928983400; 55928816800; 55929225500; 57206528112,Switching off the generator: Technical and economic approach for storage based renewable energy systems for Islands,2013,WIT Transactions on Ecology and the Environment,176,,,41,52,11.0,3,10.2495/ESUS130041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887603761&doi=10.2495%2fESUS130041&partnerID=40&md5=2389fa45596bb453b064cca0cff5a1ee,"While increasing the share of renewable energy to 20% is a challenge for grid stability, working towards a 100% renewable energy supply requires a completely new approach. Small island grids are the ideal platform to start achieving tomorrow's energy concepts today. To develop the necessary technologies for a high level renewable energy island system, Younicos AG built a hardware and software development and test site in Berlin. The actual system testing shows that the ability to switch off the diesel generator - i.e. guarantee a stable grid exclusively using fluctuating sources and batteries and without rotating masses, gives the freedom to choose any renewable energy configuration between 0 and 100%. Consequently, the renewable energy system layout can be set up according to the island's ecological and economical goals. A hybrid system with a high renewable penetration can generate substantial savings by substituting large shares of fuel for electricity generation. Therefore, in addition to the technological solutions, procedures and business models are being developed to identify the economic optimal configuration for isolated systems under a given set of climate and load conditions. The technical approach, results of the test phase and key parameters of a supply system based on renewables and storage will be summarized in this paper. © 2013 WIT Press.",Battery storage; Grid stability; Island; Island energy system; Renewable energy; Renewable energy integration; System optimization,Berlin; Germany; alternative energy; electricity generation; optimization; renewable resource,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-84887603761
Iglesias G.; Carballo R.,"Iglesias, G. (56261589800); Carballo, R. (35291563900)",56261589800; 35291563900,Wave resource in El Hierro-an island towards energy self-sufficiency,2011,Renewable Energy,36,2,,689,698,9.0,150,10.1016/j.renene.2010.08.021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957334611&doi=10.1016%2fj.renene.2010.08.021&partnerID=40&md5=deab5c815823956aee626ced2548e94f,"The island of El Hierro (Spain), a UNESCO Biosphere Reserve in the Atlantic Ocean, aims to become the first 100% renewable energy island in the world. With a €54 million wind project already under way, the present research looks at the island's wave resource using a 44-year hindcast dataset obtained through numerical modelling. The geographical distribution of wave energy is examined on the basis of eight study sites around the island. A substantial resource is found west and north of El Hierro, with average wave power in the order of 25 kW m-1 and total annual energy in excess 200 MW h m-1; the resource is less abundant east and south of the island. In addition to these geographical variations, wave energy in El Hierro presents seasonal variations, with energetic winters and mild summers. After analysing the total resource and its spatial and seasonal variations, its composition in terms of sea states (significant wave heights and energy periods) is examined, and how this composition affects the selection of the Wave Energy Converters to be installed is discussed. © 2010 Elsevier Ltd.",Canary Islands; El Hierro; Numerical model; Wave energy; Wave model; Wave power,Atlantic Ocean; Canary Islands; Hierro; Santa Cruz de Tenerife [(PRV) Canary Islands]; Spain; Data processing; Numerical methods; Ocean currents; Renewable energy resources; Wave power; Canary islands; El Hierro; Numerical models; Wave energy; Wave model; data set; geographical distribution; geographical variation; numerical model; renewable resource; research work; seasonal variation; wave energy; wave height; wave modeling; wave power; wind power; Wave energy conversion,Article,Final,,Scopus,2-s2.0-77957334611
Roeben V.,"Roeben, Volker (56026997300)",56026997300,Governing shared offshore electricity infrastructure in the northern seas,2013,International and Comparative Law Quarterly,62,4,,839,864,25.0,18,10.1017/S002058931300033X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893472600&doi=10.1017%2fS002058931300033X&partnerID=40&md5=1dec05a2e04becbf51cbcae0f63a7302,"Through the joint 'North Seas Countries Offshore Grid Initiative' the states bordering the North Seas are establishing shared large-scale offshore electricity infrastructure in order to exploit their offshore wind energy resources. The article argues that this international governance of oceans space comes about legally because international law, European law and national law each fulfil a specific function. The climate regime provides the normative impetus, the law of the sea allocates competences, and European law contains principles of cooperation, which are then implemented through coordinated national law. International law, European law and national law thus become functionally integrated. This analysis has significance beyond shared offshore electricity infrastructure. It illustrates the way in which the functional integration of international law, European law and national law is emerging as a distinct legal institution in its own right, separate and distinct from the various legal orders themselves. © 2013 British Institute of International and Comparative Law.",comparative law; concepts of international law; EU law; international and European energy law; international environmental law; law of the sea; public international law,,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-84893472600
Goldrath T.; Ayalon O.; Parag Y.; Shechter M.,"Goldrath, Tal (6505846904); Ayalon, Ofira (6603616947); Parag, Yael (24401845200); Shechter, Mordechai (7005275080)",6505846904; 6603616947; 24401845200; 7005275080,Israel's electricity market sustainability indices,2013,"Proceedings of the 26th International Conference on Efficiency, Cost, Optimization, Simulation and Environmental Impact of Energy Systems, ECOS 2013",,,,,,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903641567&partnerID=40&md5=16cad713303fae76586109eef1b3a7b5,"The current paper, examines different electricity market scenarios for Israel 2030, and rates alternatives fuel-based power stations, while addressing economic aspects, environmental impact, technological alternatives, social considerations as well as political benefits. Results show that by 2030, the preferred power plant fuel in Israel should be natural gas, followed by PV and nuclear power stations, and giving the coal power plant the lowest score. The research examines familiar indices, such as prices, efficiency and environmental effects, as well as local specific indices such as social benefits and political implications. This paper is the first part of a study aiming to rate energy efficiency measures in different electricity market scenarios.",Electricity market; Energy island; Fuel mix; Power plant; Sustainability indices,Costs; Electric industry; Energy efficiency; Environmental impact; Fuels; Power plants; Efficiency measure; Electricity market; Energy island; Fuel mix; Political benefits; Political implications; Sustainability index; Technological alternatives; Sustainable development,Conference paper,Final,,Scopus,2-s2.0-84903641567
Green R.; Vasilakos N.,"Green, Richard (57199249080); Vasilakos, Nicholas (36830179100)",57199249080; 36830179100,The economics of offshore wind,2011,Energy Policy,39,2,,496,502,6.0,147,10.1016/j.enpol.2010.10.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650414685&doi=10.1016%2fj.enpol.2010.10.011&partnerID=40&md5=f6716a86ddb51860cf2399498e0b29f0,"This paper presents an overview of the main issues associated with the economics of offshore wind. Investment in offshore wind systems has been growing rapidly throughout Europe, and the technology will be essential in meeting EU targets for renewable energy in 2020. Offshore wind suffers from high installation and connection costs, however, making government support essential. We review various support policies used in Europe, concluding that tender-based feed-in tariff schemes, as used in Denmark, may be best for providing adequate support while minimising developers' rents. It may prove economic to build an international offshore grid connecting wind farms belonging to different countries that are sited close to each other. © 2010 Elsevier Ltd.",Cost analysis; Market trends; Offshore wind power,Denmark; Cost accounting; Economics; Electric utilities; Investments; Wind power; Connection-costs; Cost analysis; Denmark; Feed-in tariff; Government supports; Market trends; Offshore wind power; Offshore winds; Renewable energies; Support policy; Wind farm; alternative energy; cost-benefit analysis; economics; energy market; energy policy; European Union; offshore structure; renewable resource; wind farm; wind power; Cost benefit analysis,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-78650414685
Chaudhary S.K.; Teodorescu R.; Rodriguez P.; Kjaer P.C.; Gole A.M.,"Chaudhary, S.K. (57195375347); Teodorescu, R. (7003748060); Rodriguez, P. (55443865300); Kjaer, P.C. (6701769453); Gole, A.M. (35569813700)",57195375347; 7003748060; 55443865300; 6701769453; 35569813700,Negative sequence current control in wind power plants with VSC-HVDC connection,2012,IEEE Transactions on Sustainable Energy,3,3,,535,544,9.0,108,10.1109/TSTE.2012.2191581,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883224585&doi=10.1109%2fTSTE.2012.2191581&partnerID=40&md5=5db276a988b97acdbda446484d2caff4,Large offshore wind power plants may have multi-MW wind turbine generators (WTG) equipped with full-scale converters (FSC) and voltage source converter (VSC) based high voltage direct-current (HVDC) transmission for grid connection. The power electronic converters in the WTG-FSC and the VSC-HVDC allow fast current control in the offshore grid. This paper presents a method of controlling the negative sequence current injection into the offshore grid from the VSC-HVDC as well as WTG-FSCs. This would minimize the power oscillations and hence reduce the dc voltage overshoots in the VSC-HVDC system as well as in the WTG-FSCs; especially when the offshore grid is unbalanced due to asymmetric faults. The formulation for negative sequence current injection is mathematically derived and then implemented in electromagnetic transients (EMT) simulation model. The simulated results show that the negative sequence current control mitigates the power oscillations and therefore limits the dc voltage excursions in the VSC-HVDC system during the asymmetric faults. © 2012 IEEE.,Full-scale converter; high voltage direct-current (HVDC); second-order generalized integrator (SOGI); sequence components; voltage source converter (VSC); wind power plant; wind turbine generator,Computer simulation; Electric current control; Electric power transmission networks; HVDC power transmission; Solar concentrators; Turbogenerators; Voltage regulators; Wind power; Wind turbines; Direct-current; Full-scale converter; Secondorder generalized integrator (SOGI); Sequence components; Voltage source converters; Power converters,Article,Final,,Scopus,2-s2.0-84883224585
Bartelt R.; Heising C.; Seifert M.; Menzner S.; Richter M.; Schilling C.,"Bartelt, Roman (25651396600); Heising, Carsten (24921386000); Seifert, Matthias (55516841600); Menzner, Stefan (34977328600); Richter, Martin (57196729139); Schilling, Christian (57196488410)",25651396600; 24921386000; 55516841600; 34977328600; 57196729139; 57196488410,VIAvento - A fast and accurate simulation tool for power-electronic systems,2013,"2013 15th European Conference on Power Electronics and Applications, EPE 2013",,,6634745,,,,0,10.1109/EPE.2013.6634745,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890209760&doi=10.1109%2fEPE.2013.6634745&partnerID=40&md5=10ddf9e8eec28eb97253017a6ee586b4,Simulating complex offshore grids including connected devices and independent control algorithms (e.g. in DLL form) is essential for the assessment of global system stability. In power-electronic applications - due to independently controlled and independently switching inverters - only time domain simulation can give meaningful results. This paper presents the simulation tool VIAvento which satisfies the introduced requirements. The functioning of this tool is illustrated by showing simulation results of connected two-point converters and one HVDC in modular-multilevel-converter topology (MMC topology). © 2013 IEEE.,,Algorithms; System stability; Time domain analysis; Tools; Topology; Fast and accurate simulations; Independent control; Time-domain simulations; Two-point; Power electronics,Conference paper,Final,,Scopus,2-s2.0-84890209760
Wrede H.,"Wrede, Holger (22037104700)",22037104700,Consideration of grid stability aspects in the design of offshore wind farms; [Berücksichtigung von netzstabilitätsaspekten bei der planung von offshore-wind parks],2012,VGB PowerTech,92,10,,30,33,3.0,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869119776&partnerID=40&md5=8d2e4cb72620211abc8db886281b6f35,"In conventional transmission and distribution grids the frequency power characteristic of grid-connected generators is utilised for controlling the power balance between actual generation and demand. Offshore wind farms which are connected via a high-voltage direct current link to the onshore grid and also use wind turbines with full-scale frequency converters do not possess this physical principle. Therefore additional requirements to frequency converters have to be defined in such grids with a high amount of converters. The special characteristic of offshore grids due to exclusive cabling and the therefore resulting low parallel resonance of the grid impedance have to be attended too. All these points influence the stability of the grid and have to be considered in the planning of offshore wind farms. As the operation of high-voltage direct current connected offshore grids is not yet defined sufficiently, it is urgently needed to coordinate grid and wind farm operators as well as manufacturers of high-voltage direct current links and wind turbines or rather their frequency converters.",,,Article,Final,,Scopus,2-s2.0-84869119776
Gomis-Bellmunt O.; Junyent-Ferre A.; Sumper A.; Bergas-Jane J.,"Gomis-Bellmunt, Oriol (15836509300); Junyent-Ferre, Adria (24767805700); Sumper, Andreas (24767852600); Bergas-Jane, Joan (16318640000)",15836509300; 24767805700; 24767852600; 16318640000,Permanent magnet synchronous generator offshore wind farms connected to a single power converter,2010,"IEEE PES General Meeting, PES 2010",,,5588209,,,,5,10.1109/PES.2010.5588209,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649538758&doi=10.1109%2fPES.2010.5588209&partnerID=40&md5=334876cd24bc10f29ac262e6751e185a,"The paper deals with permanent magnet synchronous generators based wind farms connected to a single power HVDC-VSC converter. A control scheme is proposed and validated by means of simulations. The proposed control scheme needs only current and voltage measurements in the wind farm transformer and seeks the maximum power generation using a variable frequency offshore grid, provided by the HVDC-VSC. The work includes an evaluation of the power generated by variable and constant frequency offshore wind farms. Results show that a significant power increase of more than 20 % can be obtained by applying the appropriate variable frequency in a certain wind farm. The case study considers a wind farm composed of four wind turbines based on permanent magnet synchronous generators. ©2010 IEEE.",High voltage direct current (HVDC); Offshore wind power; Variable frequency wind farm; Wind power generation,Electric converters; Electric power generation; Electric utilities; Farms; HVDC power transmission; Magnetic devices; Mesh generation; Offshore power plants; Permanent magnets; Synchronous generators; Constant frequency; Control schemes; High voltage direct current; Offshore wind farms; Offshore wind power; Permanent magnet synchronous generator; Power increase; Variable frequencies; Wind farm; Wind power,Conference paper,Final,,Scopus,2-s2.0-78649538758
